video_path,video_name,video_id,has_metadata
lrs3/O6cmKeRV3Z0/00006/00006_p2.mp4,00006_p2,00006,True
lrs3/LsSh5ZUfnz4/00002/00002_p3.mp4,00002_p3,00002,True
lrs3/DkocjGrWwvc/00004/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00004,True
lrs3/NcPusGLnqAc/00008/00008_p1.mp4,00008_p1,00008,True
lrs3/7TXEZ4tP06c/00002/00002_p1.mp4,00002_p1,00002,True
lrs3/OT9poHSD2Iw/00025/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00025,True
lrs3/HxMGItCnINE/00001/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00001,True
lrs3/31ojbLK0vU4/00001/00001_p2.mp4,00001_p2,00001,True
lrs3/O6GimGZz6a8/00006/00006_p3.mp4,00006_p3,00006,True
lrs3/ORBf73HiJns/00030/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00030,True
lrs3/ORBf73HiJns/00019/real.mp4,real,00019,True
lrs3/4qKAse8388k/00003/00003_p4.mp4,00003_p4,00003,True
lrs3/OT9poHSD2Iw/00011/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00011,True
lrs3/NI0yARyFoIM/00001/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00001,True
lrs3/ExcDNly1DbI/00010/00010_p4.mp4,00010_p4,00010,True
lrs3/ONXYcNS7k1Y/00014/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00014,True
lrs3/0OkOQhXhsIE/00011/00011_p2.mp4,00011_p2,00011,True
lrs3/4xnVNvd8lBg/00005/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00005,True
lrs3/Nvw0reB1gpI/00010/00010_p4.mp4,00010_p4,00010,True
lrs3/BEsJI6Nxo4Q/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/OSz2v42F0E0/00013/00013_p1.mp4,00013_p1,00013,True
lrs3/OT9poHSD2Iw/00013/00013_p3.mp4,00013_p3,00013,True
lrs3/O6jrLgvCUNs/00006/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00006,True
lrs3/NVrpKRdtWwc/00011/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00011,True
lrs3/2iIIDwSJhAg/00001/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00001,True
lrs3/ONXYcNS7k1Y/00028/fake_video_fake_audio.mp4,fake_video_fake_audio,00028,True
lrs3/ORvwzoSf1Sc/00004/fake_video_fake_audio.mp4,fake_video_fake_audio,00004,True
lrs3/4xnVNvd8lBg/00002/00002_p2.mp4,00002_p2,00002,True
lrs3/7SvPhw9hAHs/00001/real.mp4,real,00001,True
lrs3/5nrn5fC001Q/00002/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00002,True
lrs3/Fb2J5eDoFko/00001/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00001,True
lrs3/OSGHRMKrVM8/00034/fake_video_fake_audio.mp4,fake_video_fake_audio,00034,True
lrs3/NAcuH7nSdLc/00010/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00010,True
lrs3/LsSh5ZUfnz4/00004/00004.mp4,00004,00004,True
lrs3/GHcCs4TPvYA/00005/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00005,True
lrs3/NgbqXsA62Qs/00008/real_video_fake_audio.mp4,real_video_fake_audio,00008,True
lrs3/ORBf73HiJns/00010/00010_p1.mp4,00010_p1,00010,True
lrs3/5nrn5fC001Q/00002/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00002,True
lrs3/NS4bBu9Jyho/00010/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00010,True
lrs3/NgbqXsA62Qs/00016/00016_p2.mp4,00016_p2,00016,True
lrs3/O6jrLgvCUNs/00015/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00015,True
lrs3/1Hok1iGFNSk/00001/00001_p1.mp4,00001_p1,00001,True
lrs3/NS4bBu9Jyho/00008/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00008,True
lrs3/OSGHRMKrVM8/00041/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00041,True
lrs3/84QouBqCIWg/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/NhmybGS7FLA/00010/00010_p3.mp4,00010_p3,00010,True
lrs3/9RMaD0Sk7hc/00003/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00003,True
lrs3/NHopJHSlVo4/00003/00003_p1.mp4,00003_p1,00003,True
lrs3/ORBf73HiJns/00018/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00018,True
lrs3/ExcDNly1DbI/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/ONXYcNS7k1Y/00019/00019_p1.mp4,00019_p1,00019,True
lrs3/NRO0SJXuFMY/00003/00003_p2.mp4,00003_p2,00003,True
lrs3/OSz2v42F0E0/00004/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00004,True
lrs3/MkRJG510CKo/00003/00003_p1.mp4,00003_p1,00003,True
lrs3/NHopJHSlVo4/00003/00003_p4.mp4,00003_p4,00003,True
lrs3/OSz2v42F0E0/00004/00004_p2.mp4,00004_p2,00004,True
lrs3/0YNeyBANrTI/00001/00001_p2.mp4,00001_p2,00001,True
lrs3/NhmybGS7FLA/00008/00008_p3.mp4,00008_p3,00008,True
lrs3/NCPzjiSS2Oo/00002/00002_p3.mp4,00002_p3,00002,True
lrs3/ORBf73HiJns/00014/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00014,True
lrs3/O6GimGZz6a8/00006/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00006,True
lrs3/OSz2v42F0E0/00020/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00020,True
lrs3/OSz2v42F0E0/00018/00018_p3.mp4,00018_p3,00018,True
lrs3/NcPusGLnqAc/00003/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00003,True
lrs3/NaoSp4NpkGg/00002/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00002,True
lrs3/OT9poHSD2Iw/00007/00007_p1.mp4,00007_p1,00007,True
lrs3/Fb2J5eDoFko/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/NaoSp4NpkGg/00004/fake_video_real_audio.mp4,fake_video_real_audio,00004,True
lrs3/ORBf73HiJns/00010/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00010,True
lrs3/OT9poHSD2Iw/00013/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00013,True
lrs3/NaoSp4NpkGg/00007/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00007,True
lrs3/OSz2v42F0E0/00024/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00024,True
lrs3/ARWBdfWpDyc/00003/00003.mp4,00003,00003,True
lrs3/7TXEZ4tP06c/00002/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00002,True
lrs3/OVSNSeFTaso/00002/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00002,True
lrs3/OSGHRMKrVM8/00041/real.mp4,real,00041,True
lrs3/OSGHRMKrVM8/00027/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00027,True
lrs3/O6jrLgvCUNs/00005/00005_p1.mp4,00005_p1,00005,True
lrs3/GHcCs4TPvYA/00005/fake_video_real_audio.mp4,fake_video_real_audio,00005,True
lrs3/C9kPFCw2u3M/00002/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00002,True
lrs3/ORBf73HiJns/00007/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00007,True
lrs3/OSGHRMKrVM8/00001/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00001,True
lrs3/NhmybGS7FLA/00010/00010.mp4,00010,00010,True
lrs3/NhmybGS7FLA/00017/00017_p2.mp4,00017_p2,00017,True
lrs3/FgSJcKSHUtQ/00007/00007.mp4,00007,00007,True
lrs3/O6GimGZz6a8/00014/real_video_fake_audio.mp4,real_video_fake_audio,00014,True
lrs3/OSz2v42F0E0/00026/00026_p1.mp4,00026_p1,00026,True
lrs3/ORBf73HiJns/00030/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1,00030,True
lrs3/3p3Svl9VFYU/00006/00006_p1.mp4,00006_p1,00006,True
lrs3/0OkOQhXhsIE/00010/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00010,True
lrs3/ONXYcNS7k1Y/00021/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00021,True
lrs3/ORBf73HiJns/00008/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00008,True
lrs3/C9CKRd2jScg/00005/00005.mp4,00005,00005,True
lrs3/NAcuH7nSdLc/00017/real.mp4,real,00017,True
lrs3/ORBf73HiJns/00003/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00003,True
lrs3/NI0yARyFoIM/00009/real_video_fake_audio.mp4,real_video_fake_audio,00009,True
lrs3/ORBf73HiJns/00040/00040_p1.mp4,00040_p1,00040,True
lrs3/53P0aypkpXY/00001/00001_p1.mp4,00001_p1,00001,True
lrs3/O6GimGZz6a8/00018/00018_p2.mp4,00018_p2,00018,True
lrs3/NTbBuvcGnxM/00004/fake_video_real_audio.mp4,fake_video_real_audio,00004,True
lrs3/ORBf73HiJns/00006/fake_video_real_audio.mp4,fake_video_real_audio,00006,True
lrs3/5nrn5fC001Q/00001/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00001,True
lrs3/NVrpKRdtWwc/00007/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00007,True
lrs3/NgbqXsA62Qs/00002/00002_p4.mp4,00002_p4,00002,True
lrs3/O6jrLgvCUNs/00006/00006_p3.mp4,00006_p3,00006,True
lrs3/0N1oA9LUEc4/00009/00009.mp4,00009,00009,True
lrs3/O4bGOvkkHcM/00007/00007_p4.mp4,00007_p4,00007,True
lrs3/NcPusGLnqAc/00004/00004_p2.mp4,00004_p2,00004,True
lrs3/N37x4GgDVBM/00023/real.mp4,real,00023,True
lrs3/LlJJRGPfqwA/00002/00002.mp4,00002,00002,True
lrs3/84QouBqCIWg/00005/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00005,True
lrs3/NaoSp4NpkGg/00011/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00011,True
lrs3/NS4bBu9Jyho/00010/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00010,True
lrs3/O6cmKeRV3Z0/00002/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00002,True
lrs3/NhmybGS7FLA/00017/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00017,True
lrs3/ORBf73HiJns/00043/real.mp4,real,00043,True
lrs3/ORBf73HiJns/00006/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00006,True
lrs3/NHopJHSlVo4/00004/00004_p4.mp4,00004_p4,00004,True
lrs3/OSGHRMKrVM8/00012/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00012,True
lrs3/0YNeyBANrTI/00002/00002_p1.mp4,00002_p1,00002,True
lrs3/NVrpKRdtWwc/00007/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00007,True
lrs3/ORBf73HiJns/00034/fake_video_fake_audio.mp4,fake_video_fake_audio,00034,True
lrs3/ORBf73HiJns/00039/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00039,True
lrs3/FvAl7Sjddok/00001/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00001,True
lrs3/J5jwEyDaRS0/00006/00006.mp4,00006,00006,True
lrs3/NHopJHSlVo4/00004/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00004,True
lrs3/OSGHRMKrVM8/00036/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00036,True
lrs3/ONXYcNS7k1Y/00030/fake_video_real_audio.mp4,fake_video_real_audio,00030,True
lrs3/OSz2v42F0E0/00014/fake_video_real_audio.mp4,fake_video_real_audio,00014,True
lrs3/HqawqHB7nDM/00016/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1,00016,True
lrs3/ARWBdfWpDyc/00006/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00006,True
lrs3/O6jrLgvCUNs/00015/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00015,True
lrs3/OSGHRMKrVM8/00007/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00007,True
lrs3/LsSh5ZUfnz4/00004/00004_p1.mp4,00004_p1,00004,True
lrs3/4xnVNvd8lBg/00006/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00006,True
lrs3/E66oIgegbv0/00002/00002_p2.mp4,00002_p2,00002,True
lrs3/O6jrLgvCUNs/00006/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00006,True
lrs3/0OkOQhXhsIE/00005/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00005,True
lrs3/LsSh5ZUfnz4/00002/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00002,True
lrs3/OSGHRMKrVM8/00001/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00001,True
lrs3/Myp1sZBxTR8/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/O2OQxHNVLNY/00006/00006.mp4,00006,00006,True
lrs3/C9kPFCw2u3M/00003/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00003,True
lrs3/ONXYcNS7k1Y/00029/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00029,True
lrs3/O6GimGZz6a8/00009/00009_p2.mp4,00009_p2,00009,True
lrs3/NgbqXsA62Qs/00007/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00007,True
lrs3/5nrn5fC001Q/00001/00001_p3.mp4,00001_p3,00001,True
lrs3/OSGHRMKrVM8/00004/real_video_fake_audio.mp4,real_video_fake_audio,00004,True
lrs3/MkRJG510CKo/00005/fake_video_real_audio.mp4,fake_video_real_audio,00005,True
lrs3/ORvwzoSf1Sc/00003/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00003,True
lrs3/NaoSp4NpkGg/00006/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00006,True
lrs3/DkocjGrWwvc/00002/00002_p1.mp4,00002_p1,00002,True
lrs3/ORBf73HiJns/00040/00040_p2.mp4,00040_p2,00040,True
lrs3/OSz2v42F0E0/00010/00010_p1.mp4,00010_p1,00010,True
lrs3/ORBf73HiJns/00041/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1,00041,True
lrs3/GHcCs4TPvYA/00005/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00005,True
lrs3/OT9poHSD2Iw/00007/fake_video_real_audio_p4.mp4,fake_video_real_audio_p4,00007,True
lrs3/ORBf73HiJns/00022/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00022,True
lrs3/DkocjGrWwvc/00003/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1,00003,True
lrs3/NaoSp4NpkGg/00003/fake_video_fake_audio.mp4,fake_video_fake_audio,00003,True
lrs3/NgbqXsA62Qs/00009/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00009,True
lrs3/NRO0SJXuFMY/00009/00009_p3.mp4,00009_p3,00009,True
lrs3/NgbqXsA62Qs/00014/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00014,True
lrs3/ONXYcNS7k1Y/00032/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00032,True
lrs3/OT9poHSD2Iw/00020/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00020,True
lrs3/ARWBdfWpDyc/00003/00003_p1.mp4,00003_p1,00003,True
lrs3/ORBf73HiJns/00024/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00024,True
lrs3/Myp1sZBxTR8/00003/00003_p3.mp4,00003_p3,00003,True
lrs3/ORBf73HiJns/00041/00041_p1.mp4,00041_p1,00041,True
lrs3/OT9poHSD2Iw/00025/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00025,True
lrs3/NVrpKRdtWwc/00011/00011_p1.mp4,00011_p1,00011,True
lrs3/6MgDcFlTgVM/00005/fake_video_fake_audio.mp4,fake_video_fake_audio,00005,True
lrs3/NgbqXsA62Qs/00018/00018_p3.mp4,00018_p3,00018,True
lrs3/3p3Svl9VFYU/00006/00006.mp4,00006,00006,True
lrs3/OSz2v42F0E0/00010/real.mp4,real,00010,True
lrs3/OSGHRMKrVM8/00001/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00001,True
lrs3/ORBf73HiJns/00041/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00041,True
lrs3/MkRJG510CKo/00008/real_video_fake_audio_p2.mp4,real_video_fake_audio_p2,00008,True
lrs3/OSGHRMKrVM8/00027/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00027,True
lrs3/Nvw0reB1gpI/00002/00002_p1.mp4,00002_p1,00002,True
lrs3/NhmybGS7FLA/00017/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00017,True
lrs3/MkRJG510CKo/00002/00002_p1.mp4,00002_p1,00002,True
lrs3/O6cmKeRV3Z0/00011/00011_p4.mp4,00011_p4,00011,True
lrs3/NaoSp4NpkGg/00016/real_video_fake_audio.mp4,real_video_fake_audio,00016,True
lrs3/ORBf73HiJns/00035/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00035,True
lrs3/NHopJHSlVo4/00001/fake_video_real_audio_p3.mp4,fake_video_real_audio_p3,00001,True
lrs3/NS4bBu9Jyho/00005/real.mp4,real,00005,True
lrs3/OSGHRMKrVM8/00002/fake_video_fake_audio_p3.mp4,fake_video_fake_audio_p3,00002,True
lrs3/NTbBuvcGnxM/00004/00004_p2.mp4,00004_p2,00004,True
lrs3/53P0aypkpXY/00001/00001_p4.mp4,00001_p4,00001,True
lrs3/6MgDcFlTgVM/00005/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00005,True
lrs3/84QouBqCIWg/00002/real_video_fake_audio_p4.mp4,real_video_fake_audio_p4,00002,True
lrs3/NS4bBu9Jyho/00006/00006_p3.mp4,00006_p3,00006,True
lrs3/MkRJG510CKo/00007/real.mp4,real,00007,True
lrs3/OSGHRMKrVM8/00042/fake_video_fake_audio.mp4,fake_video_fake_audio,00042,True
lrs3/Dceyy0cX6J4/00005/00005_p3.mp4,00005_p3,00005,True
lrs3/ARWBdfWpDyc/00004/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00004,True
lrs3/OT9poHSD2Iw/00015/fake_video_real_audio.mp4,fake_video_real_audio,00015,True
lrs3/OSGHRMKrVM8/00018/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00018,True
lrs3/O6cmKeRV3Z0/00003/real.mp4,real,00003,True
lrs3/ExcDNly1DbI/00005/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00005,True
lrs3/NgbqXsA62Qs/00016/00016.mp4,00016,00016,True
lrs3/84QouBqCIWg/00005/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00005,True
lrs3/ONXYcNS7k1Y/00012/00012_p4.mp4,00012_p4,00012,True
lrs3/OSGHRMKrVM8/00020/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00020,True
lrs3/C9kPFCw2u3M/00003/00003_p4.mp4,00003_p4,00003,True
lrs3/NgbqXsA62Qs/00023/fake_video_fake_audio_p4.mp4,fake_video_fake_audio_p4,00023,True
lrs3/O2OQxHNVLNY/00010/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1,00010,True
lrs3/Myp1sZBxTR8/00002/00002_p2.mp4,00002_p2,00002,True
lrs3/CBphxhTY8mc/00001/real_video_fake_audio.mp4,real_video_fake_audio,00001,True
lrs3/HqawqHB7nDM/00016/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00016,True
lrs3/ONXYcNS7k1Y/00011/00011_p4.mp4,00011_p4,00011,True
lrs3/ONXYcNS7k1Y/00009/fake_video_real_audio_p2.mp4,fake_video_real_audio_p2,00009,True
lrs3/ORBf73HiJns/00022/fake_video_fake_audio.mp4,fake_video_fake_audio,00022,True
lrs3/NVrpKRdtWwc/00010/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00010,True
lrs3/1Hok1iGFNSk/00004/fake_video_fake_audio_p2.mp4,fake_video_fake_audio_p2,00004,True
lrs3/0YNeyBANrTI/00003/00003_p1.mp4,00003_p1,00003,True
lrs3/4xnVNvd8lBg/00008/00008_p2.mp4,00008_p2,00008,True
lrs3/NTbBuvcGnxM/00001/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1,00001,True
lrs3/NPX5RwjNzl0/00003/00003.mp4,00003,00003,True
lrs3/O6cmKeRV3Z0/00004/00004_p3.mp4,00004_p3,00004,True
lrs3/O6cmKeRV3Z0/00003/fake_video_real_audio.mp4,fake_video_real_audio,00003,True
lrs3/Fb2J5eDoFko/00002/real_video_fake_audio.mp4,real_video_fake_audio,00002,True
lrs3/OT9poHSD2Iw/00006/fake_video_fake_audio.mp4,fake_video_fake_audio,00006,True
lrs3/NgbqXsA62Qs/00003/real_video_fake_audio_p3.mp4,real_video_fake_audio_p3,00003,True
lrs3/Fb2J5eDoFko/00003/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00003,True
lrs3/ORBf73HiJns/00034/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1,00034,True
lrs3/ORBf73HiJns/00027/00027_p4.mp4,00027_p4,00027,True
lrs3/ORBf73HiJns/00021/00021.mp4,00021,00021,True
